system:index,PfafIDIndWW_monthY2014M09,countIndWW_monthY2014M09,meanIndWW_monthY2014M09,.geo
413,117802,8138,2.482330739535381E-7,
414,117803,4481,0.0,
415,117804,4823,0.0,
416,117805,9139,0.0,
417,117806,4243,0.0,
418,117807,14182,1.0016889705490124E-9,
419,117808,4009,0.0,
420,117809,5404,1.6775326908209137E-6,
421,117911,4254,3.3272687635397373E-7,
422,117912,11369,0.0,
423,117913,4828,1.2879190180146147E-5,
424,117914,9748,4.916625168082738E-6,
425,117915,2892,0.0,
426,117916,4522,0.0,
427,117917,881,0.0,
428,117918,3489,3.224937913731564E-6,
429,117919,3366,2.7804372966069803E-6,
430,117920,12385,2.970320221391897E-6,
431,117930,3842,0.0,
432,117940,17976,1.1362100131245101E-7,
433,117950,35035,1.5399061052846122E-7,
434,117960,27987,9.009589571670707E-7,
435,117970,4764,7.44501558521721E-7,
436,117980,23322,1.8651927560764345E-6,
437,117990,502,2.2810341526094034E-6,
438,121000,5402,0.0,
439,122100,13683,1.0572749186626664E-7,
440,122211,6406,1.3649271346766968E-6,
441,122212,1855,0.0,
442,122213,3138,1.0562042197867247E-6,
443,122214,5851,4.9481835872188484E-5,
444,122215,3894,3.405009604152715E-5,
445,122216,2115,7.680426291129401E-6,
446,122217,20739,7.125915194729339E-5,
447,122218,7387,5.976361473957759E-6,
448,122219,381,0.0,
449,122220,10173,1.1562310949414616E-4,
450,122230,15251,5.983100895806392E-6,
451,122240,13981,1.3240986416249E-5,
452,122250,4175,3.375833084206713E-6,
453,122260,9898,9.732724485019371E-6,
454,122270,25323,3.55165342485025E-6,
455,122281,58,0.0,
456,122282,18679,8.297566792382896E-7,
457,122283,8866,1.8038743653206637E-6,
458,122284,3054,1.0190152399660963E-5,
459,122285,1410,0.0,
460,122286,2459,1.5529688950124075E-6,
461,122287,2283,0.0,
462,122288,5474,2.326649014674619E-6,
463,122289,4972,1.869606912091751E-6,
464,122290,14591,1.3729363307118858E-5,
465,122310,31891,7.505932886144373E-8,
466,122321,1222,0.0,
467,122322,23462,4.2668552372088E-6,
468,122323,1012,0.0,
469,122324,26869,6.472932937075496E-5,
470,122325,566,0.0,
471,122326,979,0.0,
472,122327,743,0.0,
473,122328,2014,0.0,
474,122329,9878,6.0739468334349365E-6,
475,122330,1421,3.5497792755524406E-6,
476,122340,19786,2.025773746752433E-6,
477,122350,11368,2.6413196325939104E-6,
478,122360,35190,3.1889704788938677E-6,
479,122371,6512,6.934148526696734E-6,
480,122372,2747,6.728440605028145E-8,
481,122373,5796,7.87199708907361E-9,
482,122374,6294,0.0,
483,122375,2608,0.0,
484,122376,11494,4.846673912858476E-6,
485,122377,3260,0.0,
486,122378,2622,0.0,
487,122379,170,0.0,
488,122380,30585,1.2070401486946746E-4,
489,122390,928,1.2324943181021272E-6,
490,122410,9362,2.3798756147675477E-7,
491,122421,1196,0.0,
492,122422,18009,5.383148635586685E-7,
493,122423,7491,0.0,
494,122424,10799,8.354124263187641E-5,
495,122425,914,0.0,
496,122426,4254,0.0,
497,122427,5533,1.7361139772509503E-5,
498,122428,2222,4.938069236807254E-6,
499,122429,3051,2.0613629870012105E-5,
500,122430,27772,2.4238338126785245E-6,
501,122440,12555,3.614177966110338E-5,
502,122450,18864,9.434845024333489E-7,
503,122460,7469,1.6283982962040537E-6,
504,122470,3244,0.0,
505,122480,5516,5.22004132322286E-6,
506,122491,6706,0.0,
507,122492,3053,0.0,
508,122493,1532,0.0,
509,122494,2788,0.0,
510,122495,5977,2.9714714037234686E-6,
511,122496,5303,0.0,
512,122497,1273,0.0,
513,122498,3034,4.45882041645599E-6,
514,122499,10962,7.369536217497533E-7,
515,122500,23063,1.1468946797706405E-4,
516,122611,9237,1.997793130145852E-4,
517,122612,5371,4.1600661370148835E-4,
518,122613,192,0.0,
519,122614,4748,9.258634458292456E-6,
520,122615,4622,2.2872985149465975E-5,
521,122616,10095,2.4171115889097566E-5,
522,122617,15119,7.86363385178008E-6,
523,122618,8593,0.0,
524,122619,19409,1.3726928855745381E-6,
525,122620,12619,2.297110799826808E-6,
526,122630,2524,0.0,
527,122640,29501,3.897286345464511E-6,
528,122650,5639,0.0,
529,122660,16242,4.25032743585748E-6,
530,122670,3328,0.0,
531,122680,11281,3.8114700859838796E-7,
532,122690,29803,2.31374453021789E-4,
533,122710,5407,3.39501394655587E-5,
534,122722,5618,1.2633536671595956E-5,
535,122723,11478,7.113604269492667E-7,
536,122724,14659,2.6383958875543E-5,
537,122725,8871,1.2815889101958012E-5,
538,122726,3932,3.474810940955814E-5,
539,122727,1890,1.0950202138924162E-8,
540,122728,7726,9.362096245541559E-6,
541,122729,8395,7.14676214052958E-5,
542,122730,4711,5.207596819723194E-6,
543,122740,8391,3.383668713134003E-6,
544,122750,4912,2.4885103804267267E-6,
545,122760,12525,1.5682266354718288E-7,
546,122770,24193,7.338006633500133E-6,
547,122781,503,0.0,
548,122782,2807,1.4765318439954493E-5,
549,122783,2653,2.2007637244026997E-6,
550,122784,25385,5.782812322826116E-5,
551,122785,1998,0.0,
552,122786,1849,0.0,
553,122787,5021,7.994109383024464E-9,
554,122788,7791,3.7561247927379292E-6,
555,122789,5635,5.813735860243273E-5,
556,122790,26804,3.615003861171537E-5,
557,122810,16351,7.414725324757005E-6,
558,122820,26020,1.4125699755632663E-8,
559,122830,15823,0.0,
560,122841,427,0.0,
561,122842,3197,0.0,
562,122843,2941,0.0,
563,122844,5885,0.0,
564,122845,151,0.0,
565,122846,18775,0.0,
566,122847,2010,0.0,
567,122848,6351,0.0,
568,122849,6829,0.0,
569,122851,10,0.0,
570,122852,5277,0.0,
571,122853,162,0.0,
572,122854,5104,0.0,
573,122855,11928,0.0,
574,122856,6580,0.0,
575,122857,2106,0.0,
576,122858,6842,0.0,
577,122859,830,0.0,
578,122860,9486,0.0,
579,122870,11735,0.0,
580,122880,12156,0.0,
581,122890,11676,0.0,
582,122911,7164,9.085226691364951E-6,
583,122912,18732,0.0,
584,122913,17705,8.567585628569479E-6,
585,122914,9276,0.0,
586,122915,11505,0.0,
587,122916,10313,0.0,
588,122917,400,0.0,
589,122918,13061,0.0,
590,122919,11179,1.846967022123487E-5,
591,122921,609,3.7601151572796298E-6,
592,122922,9754,9.583074275438145E-8,
593,122923,614,2.9095655643726998E-5,
594,122924,15537,7.284380336026807E-8,
595,122925,2123,7.202481198287799E-7,
596,122926,5763,0.0,
597,122927,501,0.0,
598,122928,6274,0.0,
599,122929,9474,0.0,
600,122930,30101,2.5843250238217535E-6,
601,122941,75,0.0,
602,122942,6053,0.0,
603,122943,2293,0.0,
604,122944,6592,0.0,
605,122945,2501,0.0,
606,122946,7806,0.0,
607,122947,17374,0.0,
608,122948,3721,0.0,
609,122949,9816,0.0,
610,122950,306,0.0,
611,122961,3054,0.0,
612,122962,3634,0.0,
613,122963,1190,0.0,
614,122964,25207,1.8206976694640319E-7,
615,122965,3358,7.333725991162617E-6,
616,122966,6034,0.0,
617,122967,2557,0.0,
618,122968,27002,6.056555330624036E-7,
619,122969,14397,1.937647542268365E-6,
620,122970,33383,8.801105531050959E-7,
621,122981,643,0.0,
622,122982,22493,0.0,
623,122983,1336,0.0,
624,122984,2966,0.0,
625,122985,6665,0.0,
626,122986,4664,0.0,
627,122987,4784,0.0,
628,122988,2411,0.0,
629,122989,3747,2.733435356699251E-6,
630,122990,28675,2.156425639927283E-7,
631,123010,21695,6.3892097453073635E-6,
632,123021,399,2.6363950403813044E-5,
633,123022,5200,3.090295464909313E-6,
634,123023,1477,4.026928246085243E-6,
635,123024,11268,0.0,
636,123025,1247,0.0,
637,123026,4294,0.0,
638,123027,6707,2.8489353183702E-6,
639,123028,4012,3.321438356928639E-6,
640,123029,3533,2.1627322367637786E-6,
641,123030,1242,4.725736333958293E-6,
642,123040,35384,8.193279424407428E-6,
643,123050,20914,1.2532637156245798E-7,
644,123061,22208,0.0,
645,123062,53679,1.7789927521761136E-5,
646,123063,11792,1.4830876708556228E-5,
647,123064,10011,2.5933795906491386E-5,
648,123065,955,3.2256010377837934E-6,
649,123066,9836,1.2966353647713582E-5,
650,123067,5567,4.089400692202043E-6,
651,123068,5624,6.1127178818350406E-6,
652,123069,7650,3.0246457705715934E-5,
653,123070,30938,1.6867302637703725E-6,
654,123080,25327,2.85147846067125E-7,
655,123090,4029,3.2189159629530847E-6,
656,124100,3418,1.171775377397012E-5,
657,124200,6405,0.0,
658,124201,20935,2.068378348991912E-7,
659,124202,8961,0.0,
660,124203,10671,0.0,
661,124204,6190,0.0,
662,124205,3410,0.0,
663,124206,8813,0.0,
664,124207,4841,0.0,
665,124208,6792,2.1683362830459593E-7,
666,124209,4608,0.0,
667,124300,3108,6.080595135806612E-6,
668,124401,3387,1.2712690711314386E-7,
669,124402,11632,3.309134200537221E-5,
670,124403,1947,6.710358757116277E-7,
671,124404,17489,2.781206072328658E-4,
672,124405,15787,1.5772334271429154E-4,
673,124406,9181,1.8728524571456838E-4,
674,124407,15634,2.1878504997939902E-4,
675,124408,7792,4.121439155617343E-4,
676,124409,21469,5.673738183218604E-4,
677,124501,7251,0.0,
678,124502,18742,2.743289615492923E-6,
679,124503,9817,1.9763857968119346E-4,
680,124504,10116,5.686090696233792E-7,
681,124505,8244,7.803240816651307E-5,
682,124506,17495,2.091028347068721E-4,
683,124507,1655,1.1145225776688014E-4,
684,124508,19929,1.0545847733163682E-5,
685,124509,3805,1.4707320279544356E-5,
686,124600,36293,1.3700684296422938E-5,
687,124700,3227,2.824155238421712E-5,
688,124800,24464,1.0542206770472538E-5,
689,124910,814,5.305494449294905E-7,
690,124920,20398,1.0962996892181884E-4,
691,124931,4528,4.060644808753559E-6,
692,124932,12529,2.0293563614838255E-5,
693,124933,6339,9.164681937429117E-6,
694,124934,6158,2.0359845524603294E-5,
695,124935,455,3.735938737450622E-7,
696,124936,10652,5.711414132670728E-5,
697,124937,5088,6.48472790316186E-6,
698,124938,2932,2.969575557129733E-5,
699,124939,1244,0.0,
700,124940,14766,4.941577928688117E-6,
701,124950,5280,0.0,
702,124960,22318,7.369725806203358E-5,
703,124970,1182,1.6447749829388736E-6,
704,124980,17130,3.5481487842359494E-5,
705,124990,38051,8.503851467131999E-4,
706,125100,1001,1.2153455025641835E-5,
707,125201,4222,7.1285846079015535E-6,
708,125202,5277,1.1120203508316545E-6,
709,125203,1353,3.4773360299981338E-6,
710,125204,4991,6.989897324807233E-7,
711,125205,5767,3.72732426332557E-6,
712,125206,9043,3.1259182973939517E-4,
713,125207,1457,2.1588837214814166E-5,
714,125208,13520,3.5707841609231906E-4,
715,125209,14535,2.0020297802429666E-4,
716,125300,13431,8.432200795736136E-5,
717,125401,1099,1.243043733560614E-6,
718,125402,946,0.0,
719,125403,174,6.395017193386348E-8,
720,125404,15472,6.225359863318645E-5,
721,125405,1666,5.4077557780562167E-5,
722,125406,1092,1.4918277902533703E-5,
723,125407,2852,3.2861005190043995E-5,
724,125408,11142,1.4911433011050552E-4,
725,125409,5118,8.267011390806018E-5,
726,125510,39354,1.649977862240295E-4,
727,125520,38719,1.6090136693375237E-4,
728,125531,5811,5.601792017643154E-4,
729,125532,5982,0.0010540855370241636,
730,125533,12861,5.3932201742872E-4,
731,125534,9070,9.38002890418956E-5,
732,125535,8126,1.6500685519082298E-4,
733,125536,26970,4.314885913192909E-5,
734,125537,7597,1.557900060820248E-4,
735,125538,8345,2.9090371646276492E-5,
736,125539,3625,4.3280291724587296E-5,
737,125540,28185,6.361598214349376E-5,
738,125550,11094,4.023767007243348E-4,
739,125561,4720,6.0935054502100294E-5,
740,125562,4613,2.306091936470061E-5,
741,125563,2050,5.629166745920572E-5,
742,125564,3862,2.4638624170049048E-5,
743,125565,4192,2.0404760322763116E-5,
744,125566,6509,6.1187920357512265E-6,
745,125567,5771,3.6361460424239404E-5,
746,125568,6092,1.2564008628790992E-5,
747,125569,3866,3.6735463968960616E-5,
748,125570,7460,1.143994432330419E-4,
749,125580,29518,3.1189623147059915E-5,
750,125590,3542,0.0014359879287548635,
751,125601,1659,1.8414386476789464E-4,
752,125602,5655,3.0979858843518394E-5,
753,125603,8435,4.868730492428853E-6,
754,125604,1875,0.0,
755,125605,2118,1.62458298443911E-5,
756,125606,14253,3.330536633804848E-6,
757,125607,8709,4.626886170476186E-8,
758,125608,1909,0.0,
759,125609,3590,8.510815595897791E-6,
760,125700,10009,3.1613740400747924E-4,
761,125801,2344,6.125312916130451E-5,
762,125802,18548,1.2028928864835179E-5,
763,125803,879,5.973440256494604E-7,
764,125804,25626,1.7130825799686344E-5,
765,125805,3630,1.1304449795910873E-4,
766,125806,2569,5.377437183273167E-5,
767,125807,3379,3.7757378542895615E-5,
768,125808,1554,5.385072872882075E-7,
769,125809,4237,5.3949522650928E-8,
770,125900,21988,1.5304892057616077E-4,
771,126000,14216,6.870449547864066E-7,
772,126010,17609,8.033824195850154E-4,
773,126020,10837,2.825892893766154E-4,
774,126030,7258,1.575565741480227E-5,
775,126041,933,1.3703000320285872E-4,
776,126042,23196,2.2392063941788173E-6,
777,126043,13881,4.619488114432202E-5,
778,126044,5354,0.0,
779,126045,1345,0.0,
780,126046,8867,0.0,
781,126047,494,0.0,
782,126048,4234,1.218681175883727E-5,
783,126049,5274,1.2781788160048157E-6,
784,126050,3970,2.8785845047055348E-5,
785,126060,6410,2.5276303652384233E-6,
786,126070,6557,1.818319603914417E-5,
787,126080,13661,3.345581419819374E-5,
788,126090,7863,2.0709801463123723E-5,
789,127100,6765,1.261176097107479E-5,
790,127200,5107,2.738729608517922E-7,
791,127201,317,0.0,
792,127202,23935,1.0005119677276659E-7,
793,127203,8339,2.2075462619236575E-7,
794,127204,13276,5.403224237402491E-8,
795,127205,18852,1.680968477972875E-6,
796,127206,6514,3.993443411361707E-8,
797,127207,624,1.8579944522462535E-8,
798,127208,15023,2.9598998811857244E-7,
799,127209,20663,1.6543592932241978E-6,
800,127300,12402,4.0939441983295206E-7,
801,127301,1398,0.0,
802,127302,6859,4.6060631915163735E-7,
803,127303,12588,1.8078845673761768E-6,
804,127304,16009,9.451761290297051E-6,
805,127305,2474,5.511864383131401E-8,
806,127306,8525,1.7421251691217207E-6,
807,127307,17408,2.8109848350937005E-6,
808,127308,6088,9.703698404115124E-8,
809,127309,7623,1.5306865976300769E-6,
810,127400,33840,3.4334569860036576E-7,
