system:index,PfafIDrunoff_month_M02,countrunoff_month_M02,meanrunoff_month_M02,.geo
101,112905,32,3.2799135078676045E-4,
102,112906,2394,6.391629964124978E-4,
103,112907,744,5.809818355611046E-4,
104,112908,5204,3.5477144671237275E-4,
105,112909,19271,0.0010242605363642591,
106,113000,4073,2.1831454559256166E-4,
107,114001,54761,0.007058951913022051,
108,114002,2390,0.0037708670008700473,
109,114100,1621,-9.307466411183673E-4,
110,114210,16802,7.076588231273576E-4,
111,114221,2409,0.0010108443690832166,
112,114222,5839,0.001150690416178021,
113,114223,174,6.513022741958231E-4,
114,114224,77580,0.0031320704669786925,
115,114225,2250,0.001749941520543324,
116,114226,17050,5.396269845293499E-4,
117,114227,24212,0.004540344827230497,
118,114228,5771,0.004695889106486328,
119,114229,9213,0.007011931325126672,
120,114230,2510,1.0710595702820762E-4,
121,114240,9987,4.6362021127621835E-4,
122,114250,4469,4.223207636941694E-4,
123,114260,6798,6.605701577134928E-4,
124,114270,14977,9.422407231103329E-4,
125,114281,1050,7.648432183659869E-4,
126,114282,6319,0.0018905053356563831,
127,114283,60,0.002012233986698646,
128,114284,14492,0.0033009376784885495,
129,114285,1297,0.001402987731374555,
130,114286,6726,0.0016248461978343245,
131,114287,4228,0.001832293709129506,
132,114288,2619,0.0024984115161397263,
133,114289,5390,0.0020905833240756626,
134,114290,26586,0.006548073157165296,
135,114300,722,-0.030596214124458038,
136,114410,3376,0.0011215413559688664,
137,114411,11647,9.069425450169365E-4,
138,114412,3525,0.004554244636541156,
139,114413,15127,5.113663593628684E-4,
140,114414,3267,7.47504925954136E-4,
141,114415,1,-6.74970040563494E-4,
142,114416,4264,5.580762811998882E-4,
143,114417,542,-1.6043694891399348E-5,
144,114418,12522,0.0010012049456288794,
145,114419,3385,6.161799210113736E-4,
146,114420,17640,9.03652750158783E-4,
147,114430,12313,2.0703195573330786E-4,
148,114441,1660,1.3942313805160472E-4,
149,114442,3796,9.580862746846038E-5,
150,114443,23070,0.002720626491786118,
151,114444,3586,0.009102609052699764,
152,114445,6066,0.004400939489543218,
153,114446,8489,0.004580396061929547,
154,114447,2883,0.006725657970004551,
155,114448,12265,0.004453621256909872,
156,114449,8665,0.006441061670369407,
157,114450,473,6.603397085788659E-4,
158,114460,29132,0.0050542329517697885,
159,114470,26976,0.0046051986579951475,
160,114480,17674,0.008882557474637037,
161,114490,22455,0.007904526740468168,
162,114500,27871,7.855337369482192E-4,
163,114601,5823,8.253210946162979E-4,
164,114602,10662,-2.4247001807862058E-4,
165,114603,506,4.6187305994556236E-4,
166,114604,6933,2.735359240358716E-4,
167,114605,4090,1.6971144597620284E-4,
168,114606,5583,5.577494516656137E-4,
169,114607,21267,9.105460363942782E-4,
170,114608,3869,0.001282697231951831,
171,114609,2978,0.001115618251076034,
172,114701,4745,-0.016557606919735835,
173,114702,5013,-4.8823578361770035E-4,
174,114703,5019,-0.00722806501772228,
175,114704,8359,4.876732119393841E-4,
176,114705,9685,5.073225084172621E-4,
177,114706,1442,0.0017983695372537395,
178,114707,446,0.0010596112229883992,
179,114708,1479,7.104323651009768E-4,
180,114709,13,0.0010119436094120989,
181,114801,5712,5.845785969199385E-4,
182,114802,3134,3.443455098881697E-4,
183,114803,856,4.173855076276313E-4,
184,114804,3306,0.0010868915358160063,
185,114805,5341,8.323946657356933E-4,
186,114806,4465,2.951692073560805E-4,
187,114807,8853,8.305379662971926E-4,
188,114808,9325,7.803504327778062E-4,
189,114809,12520,0.0010805245597981634,
190,114910,24602,3.84233673712029E-4,
191,114920,13186,9.88629185689997E-4,
192,114931,367,4.6493124406616834E-5,
193,114932,6668,2.0415015056623274E-4,
194,114933,3381,2.695651714706098E-4,
195,114934,4835,0.0010618562338197488,
196,114935,10129,0.0033746523937085784,
197,114936,1413,0.011911619806078525,
198,114937,2005,0.01157247411004121,
199,114938,7122,0.01058878383791658,
200,114939,3723,0.0035343141789666538,
201,114940,17917,0.0012936847980213044,
202,114950,8839,0.00432324560835756,
203,114960,17499,0.0012647099985253999,
204,114970,3830,0.0031881341766015927,
205,114980,12419,0.0038604963345222846,
206,114990,32085,0.008508017919927146,
207,115101,70982,0.026634683722960392,
208,115102,2813,0.018565765616890464,
209,115103,1057,0.0309233262529146,
210,115201,4944,0.02958515308231342,
211,115202,7332,0.028543147878916052,
212,115203,9279,0.021729967378881544,
213,115204,4711,0.016236302661276486,
214,115205,18925,0.01665764758194042,
215,115206,1020,0.029602576391275767,
216,115207,6669,0.021827933588841792,
217,115208,4606,0.011343708346851965,
218,115209,6567,0.010246947060330622,
219,115300,31550,0.008160025371782122,
220,115410,59,0.0021537102624283673,
221,115421,2746,0.005093286016705209,
222,115422,5910,0.00507862939898431,
223,115423,190,0.0029570733546157783,
224,115424,27002,0.004507989152348071,
225,115425,317,0.0030504075900725847,
226,115426,4129,0.0026671624987338605,
227,115427,2339,0.002013466201574996,
228,115428,1980,0.004084864183008357,
229,115429,11579,0.010453704681955197,
230,115430,18309,0.0037796471659569866,
231,115440,14238,0.005474705168533978,
232,115451,34,0.0037814842063271137,
233,115452,3041,0.008460139810710388,
234,115453,6141,0.008987544088680629,
235,115454,5229,0.013277318710027266,
236,115455,8528,0.014658615681968275,
237,115456,4944,0.029057976345854206,
238,115457,740,0.015220143924873229,
239,115458,4129,0.02207082531053428,
240,115459,17083,0.01768261441711544,
241,115460,8270,0.028965766002897086,
242,115470,9268,0.02148681409454643,
243,115480,12405,0.02307158069226797,
244,115490,6089,0.015998757506678674,
245,115501,6,0.002369210759580209,
246,115502,8893,9.022998906149151E-4,
247,115503,750,0.002436778055329714,
248,115504,2436,0.0012415841043787099,
249,115505,2096,0.0022456165891957197,
250,115506,7486,0.002261250502882764,
251,115507,574,0.0036263878430731825,
252,115508,7481,0.003217009292603436,
253,115509,7552,0.0016168705479958645,
254,115601,269,0.004006480356590142,
255,115602,21806,0.009705931494179636,
256,115603,1991,0.0126636100666041,
257,115604,2276,0.010826099891940829,
258,115605,19149,0.0113135226008813,
259,115606,1710,0.008869147735425556,
260,115607,4877,0.010939714010351407,
261,115608,12255,0.010407040581373041,
262,115711,18,0.0028338446154622184,
263,115712,7528,0.004099454657994921,
264,115713,7,0.006773620843887329,
265,115714,25076,0.006629666067394245,
266,115715,13882,0.002063778559118408,
267,115716,6926,0.005063471698744211,
268,115717,32235,0.006706100168037242,
269,115718,4428,0.0026632979051015903,
270,115719,27564,0.007568082837737556,
271,115720,175,0.008184663332320222,
272,115730,15209,0.007117436229613372,
273,115740,4470,0.004045400317847561,
274,115750,4443,0.0024318317536255758,
275,115801,15355,0.003982190406695207,
276,115802,8564,0.00814023946922082,
277,115803,22718,0.011382314364561805,
278,115804,1554,0.008211791891525084,
279,115805,2794,0.003454966194413115,
280,115806,5497,0.0018209926612343108,
281,115807,2697,5.716301201904097E-4,
282,115808,8272,5.600307533721096E-4,
283,115809,7022,0.008169564938872687,
284,115900,20078,0.001839650384232385,
285,116001,3505,0.0583022459411355,
286,116002,38883,0.04987422148417168,
287,116003,3319,0.04819485850220825,
288,116004,21261,0.06457083863518016,
289,116005,3515,0.05820341098552773,
290,116006,4365,0.03564598796200899,
291,116007,6990,0.04901488435300076,
292,116008,3767,0.06481695718678439,
293,116009,7790,0.043977220056369365,
294,117000,10611,0.09312258209699564,
295,117100,198,3.791406482266182E-4,
296,117101,178,3.975282395943509E-4,
297,117102,12543,0.0024244878012589627,
298,117103,92,0.0013090242405253637,
299,117104,13065,0.0014208723683299064,
300,117105,8805,0.005175345611036688,
301,117106,6687,0.005340141378281808,
302,117107,428,0.0033919509427237995,
303,117108,11426,0.0036171435293849757,
304,117109,3646,0.005099410522818475,
305,117201,2410,0.002556660678965032,
306,117202,9093,0.0018118679689380249,
307,117203,5632,0.0013631464845065607,
308,117204,15089,0.0038154910425297977,
309,117205,7273,0.0011241952219314337,
310,117206,15598,0.00575174118153144,
311,117207,2233,0.0021667716916279204,
312,117208,6528,0.003333985735218708,
313,117209,47115,0.006323155072939256,
314,117300,2825,0.01442447694973219,
315,117310,1640,0.0013018050744606346,
316,117320,9733,0.019401155431778287,
317,117321,35,4.967272231751637E-4,
318,117322,3445,0.0020193792183200976,
319,117323,4536,0.0016346288634666944,
320,117324,8445,0.012923403451272806,
321,117325,4901,0.00675877928237745,
322,117326,10718,0.006648917208938179,
323,117327,860,0.005197026619112183,
324,117328,3379,0.007414883945210706,
325,117329,8495,0.011350560469939038,
326,117331,903,0.0014261134386595428,
327,117332,8998,0.002518226890596492,
328,117333,1538,0.0044069024116708,
329,117334,4584,0.0024945362014369018,
330,117335,130,0.004808993064937014,
331,117336,5124,0.004261114312280725,
332,117337,3678,0.0046863802478625954,
333,117338,7822,0.009559947593003257,
334,117339,4284,0.007789082727260069,
335,117340,3629,0.014575746823238535,
336,117341,3562,0.014803847206462606,
337,117342,1453,0.016367449410264433,
338,117343,225,0.006383029535075956,
339,117344,24075,0.02383557267262348,
340,117345,1996,0.016757424418357328,
341,117346,2560,0.01302006457956175,
342,117347,7977,0.01211675745100968,
343,117348,6817,0.013131570286330253,
344,117349,7746,0.019584870871950877,
345,117350,9019,0.009181269335906394,
346,117360,1417,0.027141684133448037,
347,117361,8239,0.008912031544664634,
348,117362,4616,0.011933311505256672,
349,117363,1954,0.016146826950273918,
350,117364,3249,0.01766465634334121,
351,117365,5139,0.023189548543819376,
352,117366,3863,0.026265540787645546,
353,117367,10234,0.023475359918892096,
354,117368,3636,0.030330541928018817,
355,117369,8350,0.027397573080819197,
356,117370,230,0.0037078681649039143,
357,117380,20652,0.02288693037755357,
358,117390,8799,0.011581226541111779,
359,117400,31535,0.02765706172919756,
360,117410,6659,0.021147453875829923,
361,117420,9684,0.03533478659499231,
362,117430,6244,0.030581094496341214,
363,117441,7455,0.03941338193978948,
364,117442,30064,0.08293626007235244,
365,117443,1483,0.05755678403284491,
366,117444,4685,0.06925146016006024,
367,117445,6049,0.048921333373841,
368,117446,6873,0.06916446747169262,
369,117447,7098,0.0964115994121848,
370,117448,11424,0.05608108778979068,
371,117449,10133,0.054970556169606444,
372,117450,23656,0.032001373009498506,
373,117460,32393,0.02090757501670073,
374,117470,3648,0.02738546356097583,
375,117480,6353,0.04295948260996179,
376,117490,34383,0.05076940439103506,
377,117501,3774,0.022229851799626586,
378,117502,19773,0.044781043136597726,
379,117503,70,0.030726170547656483,
380,117504,4880,0.04185589684626492,
381,117505,1784,0.024316543273154863,
382,117506,20274,0.037352480622504416,
383,117507,1699,0.01229961990652378,
384,117508,7144,0.038667873775960336,
385,117509,6567,0.03598700451797308,
386,117610,21194,0.04422713611704664,
387,117621,20963,0.056541742336121636,
388,117622,7510,0.08861919437548986,
389,117623,6148,0.08138870839350891,
390,117624,5529,0.10135412680614755,
391,117625,3107,0.10731199289071441,
392,117626,5092,0.1264344382722106,
393,117627,2338,0.09562267049064953,
394,117628,4803,0.11071448000107005,
395,117629,17441,0.05748881645223373,
396,117630,7944,0.03408021873385135,
397,117640,12237,0.07185278309890755,
398,117650,27139,0.0786511644410762,
399,117660,11080,0.135262089558533,
400,117670,16159,0.0900269855311662,
401,117680,7373,0.09061859904037489,
402,117690,8974,0.11709610436323277,
403,117701,3998,0.03762620866592149,
404,117702,3062,0.0213417499362856,
405,117703,3054,0.026030675352783656,
406,117704,29466,0.057883643401418404,
407,117705,3461,0.073918100261776,
408,117706,12305,0.06071630327087405,
409,117707,4800,0.07386769841162734,
410,117708,6577,0.05962636286154856,
411,117709,0,0.0,
412,117801,19371,0.06628764632751359,
413,117802,8138,0.058841252310878105,
414,117803,4481,0.05178105905937147,
415,117804,4823,0.0658294936734669,
416,117805,9139,0.05296641057103144,
417,117806,4243,0.0402766699283718,
418,117807,14182,0.04595260311640062,
419,117808,4009,0.06122096463285666,
420,117809,5404,0.054705061498842994,
421,117911,4123,0.0858128137687356,
422,117912,11369,0.08907467222609255,
423,117913,4644,0.06020102092603609,
424,117914,9745,0.10346522728286567,
425,117915,2836,0.03866673470708474,
426,117916,4514,0.0941619211089809,
427,117917,870,0.06605329258109581,
428,117918,3489,0.08204140625841483,
429,117919,3275,0.061318356542349454,
430,117920,12385,0.07289242827577677,
431,117930,3720,0.07583255937283873,
432,117940,17975,0.0833765344349502,
433,117950,34741,0.0714417322626608,
434,117960,27987,0.09223128936450355,
435,117970,4677,0.0696428191182128,
436,117980,23322,0.06910014753865616,
437,117990,470,0.12142458194732311,
438,121000,5165,0.10038696526603459,
439,122100,13683,0.09016040596367486,
440,122211,6406,0.06624946218214396,
441,122212,1855,0.08088585223972818,
442,122213,3138,0.07414723692842633,
443,122214,5851,0.0811297334247188,
444,122215,3894,0.07844663541165972,
445,122216,2115,0.06946165502487785,
446,122217,20739,0.08406656463274775,
447,122218,7387,0.08044925016727945,
448,122219,381,0.12618044445517035,
449,122220,10173,0.07730599847522064,
450,122230,15251,0.10658608417017493,
451,122240,13981,0.0546321929462588,
452,122250,4175,0.11188572541005064,
453,122260,9898,0.055534032451827614,
454,122270,25323,0.08885647191110016,
455,122281,58,0.08427638112910184,
456,122282,18679,0.08173295461617124,
457,122283,8866,0.07898434498276372,
458,122284,3054,0.0789714140704835,
459,122285,1410,0.07237767662901984,
460,122286,2459,0.0843307460936981,
461,122287,2283,0.06495114525404196,
462,122288,5474,0.09200640157318843,
463,122289,4972,0.0816053869898136,
464,122290,14591,0.04815063084935416,
465,122310,31891,0.04720611428326981,
466,122321,1222,0.05115805810634811,
467,122322,23462,0.07575191555956769,
468,122323,1012,0.057261134524530494,
469,122324,26869,0.05429303437098292,
470,122325,566,0.053703505468397694,
471,122326,979,0.04559104503364428,
472,122327,743,0.04577508326091092,
473,122328,2014,0.05000156348499318,
474,122329,9878,0.05303517265395722,
475,122330,1421,0.05453330870080237,
476,122340,19786,0.05772025363494745,
477,122350,11368,0.057590003165153024,
478,122360,35190,0.06401270397661579,
479,122371,6512,0.06451309391936161,
480,122372,2747,0.05247657832074395,
481,122373,5796,0.07026058267162193,
482,122374,6294,0.08569310317977641,
483,122375,2608,0.09024108817845265,
484,122376,11494,0.06838173958665164,
485,122377,3260,0.07926794521465926,
486,122378,2622,0.061676730922447,
487,122379,170,0.09519072336874732,
488,122380,30585,0.056761433312506264,
489,122390,928,0.04568179470368026,
490,122410,9362,0.042600945843147595,
491,122421,1196,0.059270879716919515,
492,122422,18009,0.08203991943146717,
493,122423,7491,0.029039701687605692,
494,122424,10799,0.03304031315114957,
495,122425,914,0.02096797004561445,
496,122426,4254,0.0600824895834051,
497,122427,5533,0.05890144491198512,
498,122428,2222,0.040028406420915166,
499,122429,3051,0.09660883971954783,
500,122430,27772,0.05802513227236293,
501,122440,12555,0.03183280478394508,
502,122450,18864,0.043361608264294506,
503,122460,7469,0.09230957745567046,
504,122470,3244,0.039728635398477104,
505,122480,5516,0.03735599077988011,
506,122491,6706,0.03772698031141781,
507,122492,3053,0.08661768790186224,
508,122493,1532,0.04950841703368215,
509,122494,2788,0.02997496462809207,
510,122495,5977,0.029881163391772946,
511,122496,5303,0.03181494815646138,
512,122497,1273,0.03569505492088655,
513,122498,3034,0.0491539219604487,
514,122499,10962,0.0500765045864302,
515,122500,23063,0.03713786033552037,
516,122611,9237,0.0568635898206826,
517,122612,5371,0.0418191796383166,
518,122613,192,0.08339384909372385,
519,122614,4748,0.054144685193889465,
520,122615,4622,0.04373741714482483,
521,122616,10095,0.025455219089193307,
522,122617,15119,0.02870438404970357,
523,122618,8593,0.020564618465838753,
524,122619,19409,0.014127545051518385,
525,122620,12619,0.04724353305646461,
526,122630,2524,0.01923807806314263,
527,122640,29501,0.09324497997899829,
528,122650,5639,0.017629687363736216,
529,122660,16242,0.045842322228808324,
530,122670,3328,0.059398050892830824,
531,122680,11281,0.10066333482963603,
532,122690,29803,0.09208654322814587,
533,122710,5407,0.03967769731349851,
534,122722,5618,0.05298854387058855,
535,122723,11478,0.04923474020094084,
536,122724,14659,0.03663713950488092,
537,122725,8871,0.03516863224115149,
538,122726,3932,0.016568506485065016,
539,122727,1890,0.019877526759043133,
540,122728,7726,0.023490405832074956,
541,122729,8395,0.026117403189891097,
542,122730,4711,0.03763413201711385,
543,122740,8391,0.04595993844344674,
544,122750,4912,0.04346087124760125,
545,122760,12525,0.03291996884642087,
546,122770,24193,0.045702936044701534,
547,122781,503,0.025833800089251017,
548,122782,2807,0.01861255591669809,
549,122783,2653,0.018694605053826793,
550,122784,25385,0.006109599577137597,
551,122785,1998,0.010905920495695184,
552,122786,1849,0.0065337620950537065,
553,122787,5021,0.008595701653253416,
554,122788,7791,0.02119178417453968,
555,122789,5635,0.01533281733726086,
556,122790,26804,0.015278850714237608,
557,122810,16351,0.0034147993052491194,
558,122820,26020,0.0014344561226191386,
559,122830,15823,0.0016255232833385454,
560,122841,427,0.002571590460324204,
561,122842,3197,4.5465444061196366E-4,
562,122843,2941,3.149184809837466E-4,
563,122844,5885,6.633401102361353E-4,
564,122845,151,7.354430100995856E-4,
565,122846,18775,0.0018452058954835796,
566,122847,2010,0.002627567692566797,
567,122848,6351,0.007927671423723134,
568,122849,6829,0.009436445544366094,
569,122851,10,0.003149448661133647,
570,122852,5277,0.00468751783083574,
571,122853,162,0.0038606386870122487,
572,122854,5104,0.002897764364134893,
573,122855,11928,0.008928756279723202,
574,122856,6580,0.01666054088202357,
575,122857,2106,0.01724799703321738,
576,122858,6842,0.008017009695333336,
577,122859,830,0.01781715834087957,
578,122860,9486,0.006152242767744969,
579,122870,11735,0.01427380672649677,
580,122880,12156,0.011859263106278184,
581,122890,11676,0.018603850992546574,
582,122911,7164,0.005893732786124384,
583,122912,18732,0.00751968989367803,
584,122913,17705,0.0029538595999514493,
585,122914,9276,0.004329295206853266,
586,122915,11505,0.004434140499445624,
587,122916,10313,0.015699400381286054,
588,122917,400,0.006959851546111967,
589,122918,13061,0.013824081917506828,
590,122919,11179,0.016433191387465688,
591,122921,609,0.029810619622947357,
592,122922,9754,0.019149576818569828,
593,122923,614,0.019804954268311376,
594,122924,15537,0.01853970970250991,
595,122925,2123,0.02558857604366672,
596,122926,5763,0.015501897791585261,
597,122927,501,0.02823949588497406,
598,122928,6274,0.012869430439543486,
599,122929,9474,0.012468557260578876,
600,122930,30101,0.017696102036455844,
601,122941,75,0.06125289741274563,
602,122942,6053,0.01817306864822736,
603,122943,2293,0.02147663482206954,
604,122944,6592,0.02025297941854182,
605,122945,2501,0.028827905408331623,
606,122946,7806,0.014787389078420754,
607,122947,17374,0.017509087320290075,
608,122948,3721,0.02713046108335344,
609,122949,9816,0.027363558200440497,
610,122950,306,0.043196811674824837,
611,122961,3054,0.028575036744276895,
612,122962,3634,0.027153394937382013,
613,122963,1190,0.03700704095584488,
614,122964,25207,0.036981521966415756,
615,122965,3358,0.04052633107095473,
616,122966,6034,0.040971462407744734,
617,122967,2557,0.05071682968807419,
618,122968,27002,0.08298624664780105,
619,122969,14397,0.07391778780401283,
620,122970,33383,0.0395932555809188,
621,122981,643,0.03897847851298185,
622,122982,22493,0.05396739382498224,
623,122983,1336,0.059944266931381926,
624,122984,2966,0.05425833838635215,
625,122985,6665,0.06104687487230025,
626,122986,4664,0.08552412471855392,
627,122987,4784,0.07743083034878956,
628,122988,2411,0.09571903829776458,
629,122989,3747,0.09559762645287333,
630,122990,28675,0.03687167980672551,
631,123010,21462,0.07411103132841737,
632,123021,399,0.07123099298242419,
633,123022,5200,0.12864817297168055,
634,123023,1477,0.11850054258492154,
635,123024,11268,0.12321113315454514,
636,123025,1247,0.11292588720278104,
637,123026,4294,0.1340187052630002,
638,123027,6707,0.17697939257143852,
639,123028,4012,0.1607531916664277,
640,123029,3533,0.16272258038246487,
641,123030,1225,0.0720723623256414,
642,123040,35382,0.09655326300527933,
643,123050,20751,0.03315257203800959,
644,123061,22208,0.024801075625958503,
645,123062,53679,0.05715642509821661,
646,123063,11792,0.04075428669619768,
647,123064,10011,0.04502967249413171,
648,123065,955,0.03265058559984984,
649,123066,9836,0.04098734141254399,
650,123067,5567,0.034439848465547235,
651,123068,5624,0.029993579856853022,
652,123069,7650,0.03346510277653047,
653,123070,29970,0.02559884827906413,
654,123080,25267,0.02374270297829575,
655,123090,3861,0.01305300633647784,
656,124100,3415,0.013146803403933233,
657,124200,6405,0.016826038392550185,
658,124201,20935,0.007490979031166067,
659,124202,8961,0.0019764110019738863,
660,124203,10671,0.009832268582089384,
661,124204,6190,0.0072268251824092015,
662,124205,3410,0.003875438771725337,
663,124206,8813,0.010530632914563411,
664,124207,4841,0.006108719216952131,
665,124208,6792,0.01002845146528409,
666,124209,4608,0.0053893076419054544,
667,124300,3108,0.02152949637465545,
668,124401,3387,0.023112287468087914,
669,124402,11632,0.023161221370196626,
670,124403,1947,0.02686737819736443,
671,124404,17489,0.04198501708597331,
672,124405,15787,0.040961329770371244,
673,124406,9181,0.024581713066156523,
674,124407,15634,0.018488125843657423,
675,124408,7792,0.0059947177014392375,
676,124409,21469,0.01967387199329281,
677,124501,7251,0.017253144333176897,
678,124502,18742,0.025341923089051845,
679,124503,9817,0.032713939375411165,
680,124504,10116,0.01979221506228182,
681,124505,8244,0.040443382172166725,
682,124506,17495,0.01767257608571325,
683,124507,1655,0.013697712131815839,
684,124508,19929,0.018344146491687963,
685,124509,3805,0.010806638055371132,
686,124600,36293,0.015218208150290123,
687,124700,3227,0.009499467312774465,
688,124800,24464,0.006756544437704028,
689,124910,814,0.005720983673429992,
690,124920,20398,0.0046705806315297665,
691,124931,4528,0.0025392394973163895,
692,124932,12529,0.006737131851829375,
693,124933,6339,0.0054670625637613345,
694,124934,6158,0.004365051576584028,
695,124935,455,0.00955905449708928,
696,124936,10652,0.008633628622320111,
697,124937,5088,0.004466223938949488,
698,124938,2932,0.0059062156114841145,
699,124939,1244,0.003666117734665489,
700,124940,14766,0.003880124262627247,
701,124950,5280,0.0033683541105546844,
702,124960,22318,0.005945153217410228,
703,124970,1182,0.0013117622940194338,
704,124980,17130,0.007232307486791446,
705,124990,38051,0.01569530726887556,
706,125100,919,0.03807462603264128,
707,125201,4216,0.04565626898965236,
708,125202,5277,0.025279880145126367,
709,125203,1353,0.03465536518571955,
710,125204,4991,0.03166371322808863,
711,125205,5767,0.0414046442224207,
712,125206,9043,0.035388594103230524,
713,125207,1457,0.060615056867706234,
714,125208,13520,0.03266885476536252,
715,125209,14535,0.039683565571885855,
716,125300,13236,0.07989786492497196,
717,125401,1099,0.02673165364958508,
718,125402,946,0.03588293834982852,
719,125403,174,0.01997748691789211,
720,125404,15472,0.0164456627487853,
721,125405,1666,0.04041644524775956,
722,125406,1092,0.024710777937015826,
723,125407,2852,0.02791392971389974,
724,125408,11142,0.03136194608123361,
725,125409,5118,0.012729867051470913,
726,125510,38763,0.023756125677773045,
727,125520,38719,0.021743382572025814,
728,125531,5689,0.03480401829984379,
729,125532,5982,0.025306058690769625,
730,125533,12727,0.0341073071810213,
731,125534,9070,0.026980158029775634,
732,125535,7937,0.0517525577831254,
733,125536,26970,0.020601931696023458,
734,125537,7383,0.014791203576352958,
735,125538,8345,0.018445222742737605,
736,125539,3537,0.016287794552032574,
737,125540,28185,0.018674354428473757,
738,125550,10933,0.01731652845349046,
739,125561,4720,0.022074771026077373,
740,125562,4613,0.014559599134378546,
741,125563,2050,0.018245868417300148,
742,125564,3862,0.007763845228822347,
743,125565,4192,0.01489110365014328,
744,125566,6509,0.010826488128304815,
745,125567,5771,0.0054384449822170375,
746,125568,6092,0.0017807038108800788,
747,125569,3866,0.00787057492120752,
748,125570,7444,0.011430787896419435,
749,125580,29518,0.004711137734726562,
750,125590,3641,0.005292556698189502,
751,125601,1659,-1.8266089080897898E-4,
752,125602,5655,0.007870824834324417,
