system:index,PfafIDLivWN_monthY2014M05,countLivWN_monthY2014M05,meanLivWN_monthY2014M05,.geo
188,114808,9325,6.1028088231705126E-6,
189,114809,12520,2.753451001739987E-6,
190,114910,24602,5.3551929849487036E-8,
191,114920,13186,2.765564807030661E-14,
192,114931,367,1.694602087716281E-14,
193,114932,6668,2.6085386821544577E-14,
194,114933,3381,2.7425364990929966E-14,
195,114934,4835,2.613015440909308E-14,
196,114935,10129,1.5289784143609132E-7,
197,114936,1413,2.965742595843177E-5,
198,114937,2005,2.320693279279575E-5,
199,114938,7122,8.377568211411873E-6,
200,114939,3723,1.0988810869706017E-7,
201,114940,17917,3.325652353981524E-6,
202,114950,8839,8.246876951591651E-6,
203,114960,17499,1.86773172128386E-5,
204,114970,3830,7.494157106672931E-6,
205,114980,12419,2.343787100338026E-5,
206,114990,32085,3.134854714083887E-5,
207,115101,71040,7.655023996815078E-6,
208,115102,2813,3.9816901618580746E-6,
209,115103,1057,7.885173240845282E-6,
210,115201,4944,3.1100625324619435E-6,
211,115202,7332,2.3012387266005317E-6,
212,115203,9279,2.066196614343694E-6,
213,115204,4711,3.4317097529522496E-6,
214,115205,18925,3.9100522885411674E-6,
215,115206,1020,1.2638277969379352E-6,
216,115207,6669,2.645035538696377E-6,
217,115208,4606,2.6840692157335433E-6,
218,115209,6567,4.829554468795705E-6,
219,115300,31550,6.954390543838077E-6,
220,115410,59,4.5885689056772113E-8,
221,115421,2746,1.1164140383664787E-7,
222,115422,5910,3.821070128224989E-7,
223,115423,190,1.4837519610507997E-8,
224,115424,27002,3.564428156414548E-6,
225,115425,317,1.7652837107430139E-7,
226,115426,4129,1.8160703901994826E-7,
227,115427,2339,1.0439789182030862E-6,
228,115428,1980,4.1372545391087505E-7,
229,115429,11579,6.987220580016204E-6,
230,115430,18309,6.468431776062894E-7,
231,115440,14238,9.534293718794492E-6,
232,115451,34,1.942142231140753E-9,
233,115452,3041,5.620343652619477E-6,
234,115453,6141,1.0738265063139748E-5,
235,115454,5229,1.0772934082424959E-5,
236,115455,8528,1.2544256780983015E-6,
237,115456,4944,8.912765845096648E-6,
238,115457,740,2.773614623678425E-6,
239,115458,4129,1.3902423325995462E-5,
240,115459,17083,3.167746992188197E-5,
241,115460,8270,2.7159804559493174E-5,
242,115470,9268,4.605834546809033E-5,
243,115480,12405,3.457368630211844E-5,
244,115490,6089,4.01290113872729E-5,
245,115501,6,1.702054353399217E-6,
246,115502,8893,3.4641310324677163E-6,
247,115503,750,4.2534992486365815E-6,
248,115504,2436,5.778621771377888E-6,
249,115505,2096,3.855100785534657E-6,
250,115506,7486,6.963882065576165E-7,
251,115507,574,2.3215116327873506E-6,
252,115508,7481,1.361094113480658E-6,
253,115509,7552,7.769089609065394E-7,
254,115601,269,3.7566265510159246E-7,
255,115602,21806,1.4727007304464069E-5,
256,115603,1991,1.7329190318601143E-5,
257,115604,2276,2.1193842654260414E-5,
258,115605,19149,4.0121684010047676E-5,
259,115606,1710,6.902782675475334E-5,
260,115607,4877,5.757428112985877E-5,
261,115608,12255,3.905344482272357E-5,
262,115711,18,0.0,
263,115712,7528,8.81473267633825E-8,
264,115713,7,0.0,
265,115714,25076,8.903524781894316E-7,
266,115715,13882,4.225929185507231E-6,
267,115716,6926,1.3600814759781852E-5,
268,115717,32235,1.3909565028171575E-5,
269,115718,4428,2.0514435292897177E-5,
270,115719,27564,3.8746684748971275E-5,
271,115720,175,4.18824362493868E-5,
272,115730,15209,6.459703783478006E-6,
273,115740,4470,8.434993068405956E-7,
274,115750,4443,2.1107235673147179E-7,
275,115801,15355,9.920764969858516E-6,
276,115802,8564,7.709239844541496E-7,
277,115803,22718,2.6040113391637413E-6,
278,115804,1554,2.739685913349315E-7,
279,115805,2794,1.1799260116384117E-5,
280,115806,5497,6.915936085757415E-9,
281,115807,2697,7.325613194331128E-10,
282,115808,8272,3.9658463136727683E-8,
283,115809,7022,2.4553184566543698E-8,
284,115900,20078,7.268847991019872E-8,
285,116001,3505,1.1339886580338534E-6,
286,116002,38883,1.322462067564343E-6,
287,116003,3319,5.058683866177969E-7,
288,116004,21261,7.070574121204407E-7,
289,116005,3515,5.8440528877438726E-8,
290,116006,4365,1.208047656384122E-6,
291,116007,6990,2.190402041274102E-6,
292,116008,3767,2.460623206559404E-6,
293,116009,7974,1.92720530264225E-6,
294,117000,10611,1.2798400296720442E-7,
295,117100,200,1.3703278083299461E-6,
296,117101,327,6.935980457572612E-7,
297,117102,12545,2.796406318366498E-6,
298,117103,154,2.7629908628721468E-6,
299,117104,13065,2.347574454212802E-6,
300,117105,9005,1.3638785175714271E-6,
301,117106,6687,5.747532122029443E-7,
302,117107,528,1.2647825096829783E-6,
303,117108,11426,5.580400804931104E-7,
304,117109,3709,1.3723796388584868E-6,
305,117201,2410,1.4763177958334258E-6,
306,117202,9093,1.1734567849654283E-6,
307,117203,5632,5.655884966605069E-7,
308,117204,15089,1.8216823700850178E-6,
309,117205,7273,4.791592663899414E-7,
310,117206,15598,1.9697190617589245E-6,
311,117207,2233,4.6540328996764794E-7,
312,117208,6528,5.517969299456427E-6,
313,117209,47115,5.131270771752056E-6,
314,117300,3443,8.1177895509183E-7,
315,117310,1731,2.4865643441518072E-6,
316,117320,9733,3.2204376857040046E-6,
317,117321,35,2.509315496267613E-6,
318,117322,3445,2.389870528797064E-6,
319,117323,4536,1.380138133435015E-6,
320,117324,8445,2.4512943155092772E-6,
321,117325,4901,2.758840626108535E-6,
322,117326,10718,4.15041214475653E-6,
323,117327,860,4.747341783816154E-6,
324,117328,3379,6.9997859403337815E-6,
325,117329,8495,8.063952383001392E-6,
326,117331,962,2.087486494098398E-6,
327,117332,8998,3.605232707926411E-6,
328,117333,1609,4.204914070951766E-6,
329,117334,4584,3.5882327593529126E-6,
330,117335,130,7.899806504441108E-7,
331,117336,5124,2.695060983676633E-6,
332,117337,3766,2.8133770269092627E-6,
333,117338,7822,2.2739597499879464E-6,
334,117339,4481,1.7288559304442778E-6,
335,117340,3629,3.651783902040929E-6,
336,117341,3562,1.5904670445381104E-6,
337,117342,1453,1.8133944140089988E-6,
338,117343,225,3.4142604599097184E-6,
339,117344,24075,2.897010835744027E-6,
340,117345,1996,1.8415431316510638E-6,
341,117346,2560,5.702123447388738E-6,
342,117347,7977,4.727774137325943E-6,
343,117348,6817,5.120407593825109E-6,
344,117349,7746,5.177986170946022E-6,
345,117350,9106,1.071637971964984E-6,
346,117360,1417,3.6516680679005794E-6,
347,117361,8261,7.797742913899458E-7,
348,117362,4616,1.806951586426022E-6,
349,117363,1954,8.453539919696664E-7,
350,117364,3249,2.1170263068656018E-6,
351,117365,5139,1.2582329194163747E-6,
352,117366,3863,5.992702517176762E-7,
353,117367,10234,4.1630410366323E-6,
354,117368,3636,6.68846697557275E-6,
355,117369,8350,5.994751226158422E-6,
356,117370,289,6.922650267904901E-7,
357,117380,20668,6.913993677289664E-7,
358,117390,8986,8.233198473325144E-7,
359,117400,31535,5.576702034872135E-6,
360,117410,6659,2.7092063050958487E-7,
361,117420,9684,5.292046089222162E-8,
362,117430,6244,9.116285563876194E-8,
363,117441,7455,0.0,
364,117442,30064,1.4555374430253587E-7,
365,117443,1483,0.0,
366,117444,4685,2.2892161162956032E-7,
367,117445,6049,9.347394000174109E-8,
368,117446,6873,4.455177381960606E-7,
369,117447,7098,4.1458236389274064E-7,
370,117448,11424,1.5740655317352764E-6,
371,117449,10133,8.646104154563499E-7,
372,117450,23656,2.6434158649016144E-6,
373,117460,32576,2.068262938802056E-6,
374,117470,3648,1.4932574048837317E-6,
375,117480,6353,2.8323065023851273E-6,
376,117490,34383,2.116120468375308E-6,
377,117501,4101,2.0557250947339605E-7,
378,117502,19773,2.519720968685146E-8,
379,117503,131,1.7537373659907103E-8,
380,117504,4880,4.79140760045136E-8,
381,117505,1891,6.916623651142429E-8,
382,117506,20274,3.654748310941302E-8,
383,117507,1796,4.193764456587089E-8,
384,117508,7144,1.6661748276509346E-7,
385,117509,6695,2.1747423134686277E-7,
386,117610,21194,1.4148749650495215E-7,
387,117621,20963,1.5618924954973005E-9,
388,117622,7510,1.526412933012843E-9,
389,117623,6148,2.544871072433549E-10,
390,117624,5529,1.4245981681528196E-9,
391,117625,3107,7.181177029172059E-10,
392,117626,5092,3.1513423590364878E-9,
393,117627,2338,1.9599170742553504E-9,
394,117628,4803,4.75812069788023E-9,
395,117629,17441,2.4946208804150906E-8,
396,117630,7944,1.3180330341167307E-7,
397,117640,12237,3.8485313109889897E-7,
398,117650,27139,6.924637145352731E-8,
399,117660,11080,4.988180825163631E-9,
400,117670,16159,1.216752400048798E-7,
401,117680,7373,2.778324731500381E-7,
402,117690,8974,4.629061240704606E-9,
403,117701,4237,2.121630579881017E-9,
404,117702,3062,5.055874917001351E-9,
405,117703,3098,9.878072516780475E-9,
406,117704,29472,3.7017801289709273E-9,
407,117705,3488,5.107066091215781E-9,
408,117706,12305,5.505221149376817E-9,
409,117707,5022,1.2809725370650142E-8,
410,117708,6600,5.691832972378581E-9,
411,117709,6,2.0140757488879765E-9,
412,117801,19386,5.064246196247717E-9,
413,117802,8138,6.165640319568052E-9,
414,117803,4481,1.7099720770314932E-9,
415,117804,4823,1.111018806201704E-9,
416,117805,9139,3.1986198987333018E-9,
417,117806,4243,3.195816506430919E-9,
418,117807,14182,5.917948761717625E-9,
419,117808,4009,6.1439161864527205E-9,
420,117809,5404,6.196024236277596E-9,
421,117911,4254,7.309558737620748E-9,
422,117912,11369,6.695704419115025E-9,
423,117913,4828,2.528170553030563E-8,
424,117914,9748,1.6439666601819698E-8,
425,117915,2892,7.878746147678994E-9,
426,117916,4522,1.0386973882464256E-8,
427,117917,881,6.86481363006611E-9,
428,117918,3489,1.7311992319896568E-8,
429,117919,3366,5.980520202359449E-8,
430,117920,12385,2.342134842253834E-8,
431,117930,3842,1.5956043383587067E-8,
432,117940,17976,7.268351870796114E-9,
433,117950,35035,5.621366563460592E-9,
434,117960,27987,5.370095001538787E-9,
435,117970,4764,1.9187028726967725E-8,
436,117980,23322,7.545674543512796E-9,
437,117990,502,3.3066328557469095E-8,
438,121000,5402,2.0856078843034455E-8,
439,122100,13683,5.260493080284115E-9,
440,122211,6406,2.3939057823548312E-8,
441,122212,1855,4.583603002424916E-9,
442,122213,3138,3.794686708052522E-8,
443,122214,5851,1.314620147278973E-7,
444,122215,3894,1.2114709657423206E-7,
445,122216,2115,1.1086882246512464E-7,
446,122217,20739,1.1881219957473582E-7,
447,122218,7387,7.533650091456827E-8,
448,122219,381,1.736978638619823E-8,
449,122220,10173,1.0921419192746637E-7,
450,122230,15251,1.527218357880048E-8,
451,122240,13981,8.763445980226426E-8,
452,122250,4175,3.6866572916209335E-9,
453,122260,9898,8.831073400541925E-8,
454,122270,25323,9.248328774027E-8,
455,122281,58,4.5474021950278985E-9,
456,122282,18679,7.587780456784443E-7,
457,122283,8866,1.4058030985152425E-7,
458,122284,3054,1.0242719163827057E-7,
459,122285,1410,8.832761260120673E-7,
460,122286,2459,1.4056053149757646E-7,
461,122287,2283,7.434663395017921E-7,
462,122288,5474,1.934735548032792E-6,
463,122289,4972,1.4196662944430387E-6,
464,122290,14591,3.096492271127123E-7,
465,122310,31891,1.8254630508027014E-8,
466,122321,1222,1.0162488547280223E-7,
467,122322,23462,7.088809253546865E-7,
468,122323,1012,1.2329976820359136E-7,
469,122324,26869,8.755688027768918E-7,
470,122325,566,1.1076085898564744E-7,
471,122326,979,6.538788527039593E-8,
472,122327,743,2.911100021390018E-7,
473,122328,2014,3.982114282144114E-8,
474,122329,9878,6.858804232976585E-7,
475,122330,1421,1.2003774651815783E-7,
476,122340,19786,6.292240914767063E-8,
477,122350,11368,9.695945147814562E-8,
478,122360,35190,3.649430908621362E-8,
479,122371,6512,1.6678058840243314E-8,
480,122372,2747,2.4856491057573255E-8,
481,122373,5796,8.741402108345205E-9,
482,122374,6294,7.579939576878303E-9,
483,122375,2608,8.205078537498289E-9,
484,122376,11494,3.759580743885285E-7,
485,122377,3260,1.0447987156559839E-8,
486,122378,2622,4.5689952461567505E-9,
487,122379,170,4.802893686140731E-9,
488,122380,30585,5.187196514314119E-7,
489,122390,928,1.7014363091792937E-8,
490,122410,9362,1.1594250571930521E-7,
491,122421,1196,1.599622967042596E-7,
492,122422,18009,1.2771768655380717E-7,
493,122423,7491,1.9940946025025566E-7,
494,122424,10799,2.6864058913356854E-7,
495,122425,914,1.9443567405591248E-7,
496,122426,4254,1.2485535633598299E-7,
497,122427,5533,1.6337360267475865E-7,
498,122428,2222,5.203376617737922E-8,
499,122429,3051,5.721167178889784E-8,
500,122430,27772,7.211761045360212E-8,
501,122440,12555,1.3601330593663512E-7,
502,122450,18864,3.728705122722017E-8,
503,122460,7469,1.7290870609861662E-9,
504,122470,3244,3.027136383437163E-8,
505,122480,5516,1.7081858151171556E-7,
506,122491,6706,2.2194922490952287E-8,
507,122492,3053,4.685078394231049E-9,
508,122493,1532,1.448603887490462E-8,
509,122494,2788,1.5734234283809096E-7,
510,122495,5977,7.815755455820895E-8,
511,122496,5303,1.1344131561513523E-7,
512,122497,1273,7.034645589294529E-8,
513,122498,3034,1.1156402956272015E-8,
514,122499,10962,3.637517457201108E-8,
515,122500,23063,2.1078569569690535E-7,
516,122611,9237,2.6336079274161584E-7,
517,122612,5371,4.0510610362456075E-7,
518,122613,192,3.727806860426364E-7,
519,122614,4748,2.754697731946922E-7,
520,122615,4622,2.9109957473715345E-7,
521,122616,10095,3.6830173956559555E-7,
522,122617,15119,1.7154636934004737E-7,
523,122618,8593,1.682286831161285E-7,
524,122619,19409,3.3026105212250586E-8,
525,122620,12619,1.1667574573545673E-9,
526,122630,2524,1.0473905255760622E-8,
527,122640,29501,3.490049716238191E-9,
528,122650,5639,4.618153796691461E-8,
529,122660,16242,1.7348758330873855E-7,
530,122670,3328,1.5923531722733842E-7,
531,122680,11281,9.398011564432283E-8,
532,122690,29803,6.242069847681686E-8,
533,122710,5407,1.8391139454737083E-7,
534,122722,5618,3.4471153848784814E-7,
535,122723,11478,4.231101455173195E-7,
536,122724,14659,6.400137042257535E-7,
537,122725,8871,4.2478911200332147E-7,
538,122726,3932,6.251022121132655E-7,
539,122727,1890,5.364073483407669E-7,
540,122728,7726,6.328309590357433E-7,
541,122729,8395,6.564820493227356E-7,
542,122730,4711,1.5159967746621196E-7,
543,122740,8391,4.794038391505477E-7,
544,122750,4912,1.5065469206156878E-7,
545,122760,12525,4.256316872153305E-7,
546,122770,24193,2.410590118086856E-7,
547,122781,503,3.656116144488489E-7,
548,122782,2807,1.1188092703899543E-7,
549,122783,2653,1.0165427447029659E-7,
550,122784,25385,4.736909896552747E-7,
551,122785,1998,4.551165600760042E-7,
552,122786,1849,6.10746270203806E-7,
553,122787,5021,7.608138206711413E-7,
554,122788,7791,3.589546821866533E-7,
555,122789,5635,4.329821476478303E-7,
556,122790,26804,2.2475785633683553E-7,
557,122810,16351,1.0718627823599595E-7,
558,122820,26020,5.935220083939125E-8,
559,122830,15823,3.420454208304755E-8,
560,122841,427,0.0,
561,122842,3197,1.3346869334990883E-8,
562,122843,2941,4.656165511221725E-9,
563,122844,5885,2.5435744052084514E-8,
564,122845,151,5.654908525021346E-9,
565,122846,18775,4.376274097500742E-8,
566,122847,2010,7.338238569213588E-9,
567,122848,6351,3.23692344127663E-8,
568,122849,6829,1.5919179066071266E-8,
569,122851,10,0.0,
570,122852,5277,5.62667537308529E-8,
571,122853,162,4.127471080085756E-10,
572,122854,5104,1.422296448380463E-7,
573,122855,11928,6.132380715739198E-8,
574,122856,6580,7.748818244380025E-9,
575,122857,2106,8.194144290319012E-9,
576,122858,6842,3.083850570868715E-9,
577,122859,830,4.2726690091898335E-9,
578,122860,9486,1.6612965296313619E-9,
579,122870,11735,3.1850081075807875E-9,
580,122880,12156,5.979177272144192E-9,
581,122890,11676,3.465040009696259E-9,
582,122911,7164,2.642126197582116E-7,
583,122912,18732,1.3941605922145662E-7,
584,122913,17705,1.046636330898468E-7,
585,122914,9276,8.772556866259861E-8,
586,122915,11505,8.289169800908692E-8,
587,122916,10313,1.073829479506151E-7,
588,122917,400,8.200307340697488E-8,
589,122918,13061,1.0609470816394962E-7,
590,122919,11179,1.2728681781772568E-7,
591,122921,609,9.94897821260439E-8,
592,122922,9754,1.3868412043639983E-7,
593,122923,614,1.3162801379140648E-7,
594,122924,15537,6.155536264685108E-8,
595,122925,2123,6.675573718637315E-8,
596,122926,5763,8.551782331435574E-9,
597,122927,501,8.711081283178815E-8,
598,122928,6274,4.3181071621538975E-9,
599,122929,9474,2.136092949634106E-9,
600,122930,30101,8.00442283047517E-8,
601,122941,75,1.0317145496211828E-7,
602,122942,6053,7.385170152304763E-8,
603,122943,2293,1.1753251733693627E-7,
604,122944,6592,2.193853178980935E-8,
605,122945,2501,3.641626723394787E-8,
606,122946,7806,1.892611578843716E-9,
607,122947,17374,6.422170446804603E-9,
608,122948,3721,1.1474698753173723E-8,
609,122949,9816,2.030153224796222E-8,
610,122950,306,1.0454504923886883E-7,
611,122961,3054,2.6269379430567553E-8,
612,122962,3634,2.018478945424885E-8,
613,122963,1190,4.067020456339505E-8,
614,122964,25207,1.4069753176333427E-8,
615,122965,3358,1.3506931827924813E-8,
616,122966,6034,1.7399302292532317E-8,
617,122967,2557,1.0374760193799079E-8,
618,122968,27002,6.264110291743616E-9,
619,122969,14397,4.262592994546972E-9,
620,122970,33383,1.6142112616544978E-8,
621,122981,643,5.578886327990228E-10,
622,122982,22493,1.0225445690037244E-9,
623,122983,1336,6.457424719578301E-10,
624,122984,2966,3.1472889445779267E-10,
625,122985,6665,1.5670176546222446E-9,
626,122986,4664,5.086077309782499E-9,
627,122987,4784,3.923642196563474E-9,
628,122988,2411,3.5749068095948586E-9,
629,122989,3747,8.519181604862518E-9,
630,122990,28675,7.562443352895569E-9,
631,123010,21695,5.718659171331857E-9,
632,123021,399,3.118417401707034E-8,
633,123022,5200,3.5606218138620976E-8,
634,123023,1477,2.6449830602097695E-8,
635,123024,11268,4.959095081759384E-9,
636,123025,1247,1.9828998743354E-8,
637,123026,4294,5.582835657601074E-9,
638,123027,6707,2.700144904374643E-8,
639,123028,4012,2.818591301727548E-7,
640,123029,3533,2.4023273098456096E-8,
641,123030,1242,2.342310295737528E-8,
642,123040,35384,1.440197647356742E-7,
643,123050,20914,1.868061052513358E-8,
644,123061,22208,2.4572701037183037E-8,
645,123062,53679,9.357536378257981E-7,
646,123063,11792,4.900202349867349E-7,
647,123064,10011,1.335876777800616E-6,
648,123065,955,5.11673569842481E-7,
649,123066,9836,1.082987511614456E-6,
650,123067,5567,8.119009391705149E-7,
651,123068,5624,4.809123493856463E-7,
652,123069,7650,8.153529000792491E-7,
653,123070,30938,3.2394752286164576E-8,
654,123080,25327,4.967430245674853E-8,
655,123090,4029,1.3670416937766752E-7,
656,124100,3418,2.0314127667386424E-7,
657,124200,6405,2.261450256272431E-8,
658,124201,20935,5.584020935515504E-8,
659,124202,8961,1.0830218953206077E-8,
660,124203,10671,1.2618009681699288E-8,
661,124204,6190,1.5056253782120502E-8,
662,124205,3410,4.67100611495954E-9,
663,124206,8813,8.662733164614714E-9,
664,124207,4841,2.558102639680222E-9,
665,124208,6792,2.511725211740072E-8,
666,124209,4608,2.3548140926078772E-8,
667,124300,3108,1.632424507221518E-7,
668,124401,3387,4.8938875623541116E-8,
669,124402,11632,4.1767510770025644E-7,
670,124403,1947,1.421121987252117E-7,
671,124404,17489,1.969374846525016E-6,
672,124405,15787,5.003613229011754E-7,
673,124406,9181,1.5277026548993835E-6,
674,124407,15634,1.6331932020086698E-6,
675,124408,7792,1.1554155980624585E-6,
676,124409,21469,2.7350969691131507E-6,
677,124501,7251,4.7925502226368406E-8,
678,124502,18742,4.3832437653219124E-7,
679,124503,9817,1.1053559541398065E-6,
680,124504,10116,4.0467667645946E-7,
681,124505,8244,7.838625771894128E-7,
682,124506,17495,1.4787142845556958E-6,
683,124507,1655,2.1889207318890775E-7,
684,124508,19929,6.014366762545635E-7,
